store_number,store_name,address,city,zip_code,store_location,county_number,county
4880,Casey's General Store #1567 / Anita,"912, MAIN ST",ANITA,50020,POINT (-94.767946 41.44353000000001),15,Cass
3554,Dick's Beverage Depot,102 N MAIN,TRIPOLI,50676,POINT (-92.258152 42.809882),09,Bremer
4503,Casey's General Store #38 / Treynor,102 W MAIN ST,TREYNOR,51575,POINT (-95.617322 41.232472),78,Pottawattamie
4528,Casey's General Store #1303 / Marsha,111 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908032 42.051236),64,Marshall
4520,Casey's General Store #2842 / Huxley,902 N HWY 69,HUXLEY,50124,POINT (-93.607648 41.901604),85,Story
4737,Walgreens #11330 / Storm Lake,800 LAKE AVE,STORM LAKE,50588,POINT (-95.200778 42.647103),11,Buena Vista
4480,Circle K #6602 / Clinton,1530 NORTH 2ND ST,CLINTON,52732,POINT (-90.183722 41.861892),23,Clinton
4498,Speede Shop / Winthrop,644 220th St,WINTHROP,50682,,10,Buchanan
4505,Casey's General Store #2816 / Johnst,6417 NORTHGLEN DR,JOHNSTON,50131,POINT (-93.706058 41.687924),77,Polk
2848,CVS Pharmacy #10114 / Ankeny,104 E FIRST ST,ANKENY,50023,,77,Polk
4365,Kum & Go #222 / West St Grinnell,1002 WEST ST,GRINNELL,50112,POINT (-92.727375 41.745106),79,Poweshiek
4695,Walgreens #09791 / Altoona,101 8th ST SE,ALTOONA,50009,POINT (-93.464184 41.644039),77,Polk
4407,KUM & GO #1272 / KNOXVILLE,1201 E MAIN ST,KNOXVILLE,50138,POINT (-93.086255 41.318981),63,Marion
4166,Jesup Food Center,1314  7TH ST,JESUP,50648,POINT (-92.062259 42.469327),10,Buchanan
4341,Mj's Grocery,524 MAIN ST,GRISWOLD,51535,POINT (-95.14161 41.234743),15,Cass
4749,Walgreens #05239 / Davenport,1660 W LOCUST ST,DAVENPORT,52804,POINT (-90.600599 41.538253),82,Scott
4125,Wapello Jack and Jill,503 HWY 61 SOUTH,WAPELLO,52653,POINT (-91.188949 41.173133),58,Louisa
4354,Kum & Go #4205 / Shenandoah,1303 W SHERIDAN AVE,SHENANDOAH,51601,POINT (-95.383909 40.765871),73,Page
4825,Casey's General Store #3212 / Osceol,400 S MAIN ST,OSCEOLA,50213,POINT (-93.765689 41.030336),20,Clarke
4767,Casey's General Store #3075 / Ankeny,"6981, NE 14TH ST",ANKENY,50023,POINT (-93.600659 41.687793000000006),77,Polk
3172,Nash Finch / econofoods #51,20 SOUTH 4TH ST,CLEAR LAKE,50428,POINT (-93.380368 43.135941),17,Cerro Gordo
4356,Kum & Go #396 / Nevada,136 LINCOLN HWY,NEVADA,50201,POINT (-93.458003 42.022725),85,Story
4722,Walgreens #09476 / Burlington,201 S CENTRAL AVE,BURLINGTON,56201,POINT (-95.79728 45.009612),29,Des Moines
4768,Kum & Go #777 / Urbandale,8228 DOUGLAS AVE,URBANDALE,50322,POINT (-93.731344 41.629152),77,Polk
3747,T-N-T Liquor,110 SOUTH MAIN,SIGOURNEY,52591,POINT (-92.20510500000002 41.333293),54,Keokuk
4761,Walgreens #03590 / Waterloo,3910 UNIVERSITY AVE,WATERLOO,50701,POINT (-92.402918 42.505004),07,Black Hawk
4578,Casey's General Store #2592 / Farmin,201 S 4TH ST,FARMINGTON,52626,POINT (-91.740069 40.639743),89,Van Buren
3482,Kick The Can,525 N MAPLE ST,CARROLL,51401,POINT (-94.861667 42.063255),14,Carroll
4701,Walgreens #11193 / Boone,310 STORY ST,BOONE,50036,POINT (-93.879992 42.059115),08,Boone
4579,USA Food & Gas / Grand Mound,2293 HWY 30,GRAND MOUND,52751,POINT (-90.646331 41.828025),23,Clinton
4262,Cork and Bottle / Carroll,1004 HIGHWAY 30 W,CARROLL,51401,,14,Carroll
4594,Quik Trip #554 / SW 63rd DM,901 SW 63rd ST,DES MOINES,50312,POINT (-93.703165 41.569715),77,Polk
3976,North English Family Food,119 NORTH MAIN ST,NORTH ENGLISH,52316,POINT (-92.076452 41.515209),48,Iowa
4533,Casey's General Store #1985 / St. An,110 N HWY 218,ST ANSGAR,50472,POINT (-92.917588 43.378704),66,Mitchell
4177,"Good Luck, Inc.",806 W MAIN ST,LE GRAND,50142,POINT (-92.78465400000002 42.006665),64,Marshall
4893,Casey's General Store #3098 / WDM,105 GRAND AVE,WEST DES MOINES,50265,POINT (-93.70379 41.582697),77,Polk
4573,Casey's General Store #1330 / Hambur,1211 WASHINGTON ST,HAMBURG,51640,POINT (-95.654604 40.605217),36,Fremont
4830,JCL Store,"7600, UNIVERSITY AVE",CLIVE,50325,POINT (-93.721659 41.600394),77,Polk
4873,Casey's General Store #2559 / Grange,"1802, SYCAMORE ST",GRANGER,50109,POINT (-93.824366 41.758781),25,Dallas
4193,Hartley Wine And Spirits,361  3RD ST NW,HARTLEY,51346,POINT (-95.482442 43.184882),71,O'Brien
4655,Casey's General Store #2237 / Prairi,1002 W 2ND ST,PRAIRIE CITY,50228,POINT (-93.247591 41.596714),50,Jasper
4759,Walgreens #10855 / Waterloo,1850 LOGAN AVE,WATERLOO,50703,POINT (-92.337563 42.527132),07,Black Hawk
3606,Scotty's Liquor Store,804 G AVE,GRUNDY CENTER,50638,POINT (-92.77421500000001 42.361514),38,Grundy
4496,B P ON 1ST,"2824, 1ST AVE NE",CEDAR RAPIDS,52402,POINT (-91.634838 42.005867),57,Linn
3813,CGI Foods,104 NORTH FILLMORE,MOUNT AYR,50854,POINT (-94.238806 40.714826),80,Ringgold
3916,Smokin' Joe's #5 Tobacco and Liquor,1115 ALBIA RD,OTTUMWA,52501,POINT (-92.437224 41.009342),90,Wapello
4465,HOME TOWN FOOD ON 4,714 S EAST ST,POMEROY,50575,POINT (-94.678054 42.542993),13,Calhoun
3041,Shugar's Super Valu / Colfax,28 E HOWARD,COLFAX,50054,POINT (-93.244443 41.677932),50,Jasper
4247,Fareway Stores #879 / Belmond,115 SECOND  AVE SE,BELMOND,50421,POINT (-93.614197 42.845742),,
4186,H and A Mini Mart / Phillips 66,5901 FLEUR DR,DES MOINES,50321,POINT (-93.644946 41.531145),77,Polk
4911,Casey's General Store #1061 / Prince,"500, HWY 67 N",PRINCETON,52768,POINT (-90.340914 41.677287),82,Scott
4571,Casey's General Store #2357 / Alliso,"100, CHERRY ST",ALLISON,50602,POINT (-92.790457 42.745202),12,Butler
4386,KUM & GO #701 / MARSHALLTOWN,613 N. 3RD AVE N,MARSHALLTOWN,50158,POINT (-92.9081 42.057471),64,Marshall
4596,Quik Trip #534 / E University DM,2945 E UNIVERSITY,DES MOINES,50317,POINT (-93.558972 41.600468),77,Polk
4421,KUM & GO #1 / HAMPTON,609 CENTRAL AVE W,HAMPTON,50441,POINT (-93.21508 42.741741),35,Franklin
4392,KUM & GO #156 / CLIVE,15600 HICKMAN RD,CLIVE,50325,POINT (-93.834209 41.614732),77,Polk
4385,Kum & Go #43 / New Virginia,1453 CO HWY G76,NEW VIRGINIA,50210,,91,Warren
4600,Kum & Go #207 / Hubbell DM,4200 E HUBBELL AVE,DES MOINES,50317,POINT (-93.531534 41.636023),77,Polk
4097,Schleswig Foods And Spirits,108  2ND ST,SCHLESWIG,51461,POINT (-95.436648 42.165983),24,Crawford
4030,Buy Rite Foods,201 MARKET ST,LAKE PARK,51347,POINT (-95.321385 43.454741),30,Dickinson
4787,Guppy's On The Go Swisher,2722 NE 120TH ST,SWISHER,52338,POINT (-91.664592 41.847894),52,Johnson
4350,Kum & Go #703 / Marshalltown,916 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.89647300000001 42.049238),64,Marshall
4490,Casey's General Store #2766 / Cedar,380 33RD AVE SW,CEDAR RAPIDS,52404,POINT (-91.67222100000001 41.944954),57,Linn
4930,Casey's General Store #3251 / Boone,1303 SE MARSHALL ST,BOONE,50036,POINT (-93.872188 42.035107),08,Boone
4221,Kwik Stop / Texas St,4335 TEXAS ST,WATERLOO,50702,POINT (-92.306998 42.453042),07,Black Hawk
4338,Randhawa's Travel Center,1659D MARSHALLTOWN BLVD,MELBOURNE,50162,POINT (-93.100117 41.953843),64,Marshall
3480,C's Spencer Liquor,719  2ND AVE W PO BOX 401,SPENCER,51301,POINT (-95.147741 43.14521),21,Clay
2511,Hy-Vee / Drugtown #2 / Cedar Rapids,"1440 32ND STREET, N.E.",CEDAR RAPIDS,52402,POINT (-91.657622 42.010355),57,Linn
4917,Kum & Go #115 / Perry,1115 IA HWY 141,PERRY,50220,POINT (-94.10386 41.830334),25,Dallas
4887,Kum & Go #66 / West Des Moines,5308 UNIVERSITY AVE,WEST DES MOINES,50266,POINT (-93.778685 41.60046),77,Polk
4427,Kum & Go #507 / North Liberty,610 N KANSAS AVE,NORTH LIBERTY,52317,POINT (-91.636982 41.752948),52,Johnson
4869,Lindsanator's,415 S HWY 52,GUTTENBERG,52052,POINT (-91.100476 42.782533),22,Clayton
4500,Casey's General Store #2788 / North,595 N KANSAS AVE,NORTH LIBERTY,52317,POINT (-91.636952 41.751925),52,Johnson
4853,Kum & Go #62 / Johnston,6130 NW 86TH ST,JOHNSTON,50131,POINT (-93.736534 41.67184),77,Polk
4403,KUM & GO #4098 / WINDSOR HEIGHTS,7229 Universty Ave,Windsor Heights,50311,,77,Polk
4294,Lena's Liquors,1544 SUPERIOR ST,WEBSTER CITY,50595,POINT (-93.815849 42.46212),40,Hamilton
4007,Brockmans,109 E MAIN ST,OSSIAN,52161,POINT (-91.7643 43.145526000000004),96,Winneshiek
3930,Kuennen's Liquor Store,106 W MAINS ST PO BOX 142,ST LUCAS,52166,,33,Fayette
2161,Huber's Store Inc.,FIRST & MAIN,FT. ATKINSON,52144,,96,Winneshiek
4762,Huber's Store Inc.,101 MAIN ST,FORT ATKINSON,52144,POINT (-91.932448 43.14339),96,Winneshiek
4819,Super Stop 2 / Altoona,2635 ADVENTURELAND DR,ALTOONA,50009,POINT (-93.494642 41.65854),77,Polk
4109,Best Trip,1516 SE 1ST,DES MOINES,50315,POINT (-93.613469 41.57592900000001),77,Polk
3853,Ram Liquor Mart,3108 WEST CENTRAL PARK AVE #2,DAVENPORT,52804,POINT (-90.620282 41.545421),82,Scott
4580,Smokin' Joe's #9 Tobacco and Liquor,304 W. MADISON,WASHINGTON,52353,POINT (-91.694639 41.296493),92,Washington
4694,Rina Mart LLC / Davenport,"3815, WEST KIMBERLY RD",DAVENPORT,52806,POINT (-90.631357 41.561712),82,Scott
4926,GS Super Stop,4923 MERLE HAY RD,DES MOINES,50322,POINT (-93.697356 41.649339),77,Polk
4080,Five Corners Liquor and Win,809 EAST 18 ST,CEDAR FALLS,50613,POINT (-92.436845 42.5214),07,Black Hawk
3964,Sioux Food Center of Sioux Rapids,621 HWY 71,SIOUX RAPIDS,50585,POINT (-95.152677 42.888845),11,Buena Vista
4584,J & C Grocery / Dumont,611 MAIN ST,DUMONT,50602,POINT (-92.973022 42.750551),12,Butler
4808,CB Quick Stop / Council Bluffs,"3500, AVE A",COUNCIL BLUFFS,51501,POINT (-95.90271 41.26282),78,Pottawattamie
4872,Casey's General Store #2644 / Earlha,975 N CHESTNUT AVE,EARLHAM,50072,POINT (-94.123159 41.500191),61,Madison
4860,Jims Foods,812 6TH ST SW,CEDAR RAPIDS,52404,POINT (-91.67707300000001 41.968016000000006),57,Linn
4632,Nat Food Mart / 2nd Ave DM,1443 2nd AVE,DES MOINES,50314,POINT (-93.619783 41.605229),77,Polk
3760,Brady Mart / Davenport,3107 N BRADY ST,DAVENPORT,52803,,82,Scott
3918,Smokin' Joe's #1 Tobacco and Liquor,3120 ROCKINGHAM RD,DAVENPORT,52802,POINT (-90.621541 41.510082),82,Scott
3725,Armstrong Liquor Store,101  6TH ST,ARMSTRONG,50514,POINT (-94.480204 43.39966),32,Emmet
4634,Kwik Shop #565 / Cedar Rapids,"4201, CENTER POINT RD NE",CEDAR RAPIDS,52402,POINT (-91.665659 42.021931),57,Linn
4524,Casey's General Store #1139 / Nora S,14 E CONGRESS,NORA SPRINGS,50458,POINT (-93.005225 43.142731),34,Floyd
4955,Cenex Ampride,504 1st ST SW,MASON CITY,50401,POINT (-93.20893 43.150940000000006),17,Cerro Gordo
4939,Urban Liquor,6401 DOUGLAS AVE   STE 1,URBANDALE,50322,POINT (-93.705732 41.629411),77,Polk
2851,CVS / Pharmacy #10282 / Fort Dodge,2029 5TH AVE SOUTH,FORT DODGE,50501,POINT (-94.170324 42.501169),94,Webster
4326,Stratford Food Center,829 SHAKESPEARE AVE,STRATFORD,50249,POINT (-93.92715 42.271302),40,Hamilton
4883,K & L Foods,"118, S MAIN ST",SIGOURNEY,52591,POINT (-92.205098 41.332944),54,Keokuk
4624,Kwik Shop #568 / Hiawatha,300 E BLAIRS FERRY RD,HIAWATHA,52233,POINT (-91.673066 42.034757),57,Linn
4901,Fareway Stores #137 / Polk City,1101 S 5TH ST,POLK CITY,50226,POINT (-93.719323 41.763876),77,Polk
4757,EZ Mart / Bondurant,1111 SE LINCOLN ST,BONDURANT,50035,POINT (-93.457069 41.692534),77,Polk
4046,J and K Market,113 W VANBUREN,CENTERVILLE,52544,POINT (-92.874795 40.734946),04,Appanoose
4776,The Market on 30 / Carroll,420 WEST HWY 30,CARROLL,51401,,14,Carroll
4848,Kum & Go #246 / Winterset,111 E JEFFERSON ST,WINTERSET,50273,POINT (-94.012692 41.335457),61,Madison
4525,Casey's General Store #2425 / Akron,600 HIGHWAY 12 SOUTH,AKRON,51001,POINT (-96.560848 42.827477),75,Plymouth
4545,FILL R UP,14151 WABASH AVE,COUNCIL BLUFFS,51503,POINT (-95.81790900000001 41.220431),78,Pottawattamie
4547,Fareway Stores #902 / Hampton,309 CENTRAL AVE WEST,HAMPTON,50441,POINT (-93.211676 42.741748),35,Franklin
2152,Dugans Supermarket,202 4TH NORTH,ROCKWELL,50469,POINT (-93.188172 42.986351000000006),17,Cerro Gordo
4029,The Store,204 S MAIN ST,COLESBURG,52035,POINT (-91.368032 42.958986),28,Delaware
4353,Kum & Go #302 / Clear Lake,2905 FOURTH AVE,CLEAR LAKE,50248,POINT (-93.652428 41.475689),17,Cerro Gordo
3642,Fraise Foods / Sonny's Supermarket,327  5TH ST,WEST POINT,52656,POINT (-91.452491 40.717867),56,Lee
4649,Metro Liquor and Tobacco,3418 W BROADWAY,COUNCIL BLUFFS,51501,POINT (-95.900018 41.261929),78,Pottawattamie
3885,Buchanan County Liquor Store,400 EAST FIRST ST,INDEPENDENCE,50644,POINT (-91.890032 42.468741),10,Buchanan
4685,Kwik Stop Food Mart,2360 Central,Dubuque,52001,POINT (-90.672722 42.515773),31,Dubuque
3697,Oky Doky #2 / Dubuque,51 W 32ND ST PO BOX 300,DUBUQUE,52004,POINT (-90.683356 42.52717),31,Dubuque
3648,Fairbank Food Center,102  4TH ST NORTH BOX 434,FAIRBANK,50629,POINT (-92.047352 42.639631),10,Buchanan
3891,"Wild Rose Emmetsburg, Llc",777 MAIN ST,EMMETSBURG,50536,POINT (-94.663246 43.111987),74,Palo Alto
4813,USA Food and Gas / Grand Mound,"2293, HWY 30",GRAND MOUND,52751,POINT (-90.646331 41.828025),23,Clinton
3812,Oasis Liquor / Storm Lake,6087 HWY 110 SOUTH,STORM LAKE,50588,POINT (-95.239503 42.634223),11,Buena Vista
4789,Katy Did's General Store,419 MERRILL ST,BUSSEY,50044,POINT (-92.886643 41.204759),63,Marion
4538,K & S Grocery,402 NORTH MAIN ST,CLARKSVILLE,50619,POINT (-92.667833 42.787434),12,Butler
4330,Ryan's Quick Shop,702 1ST AVE E,NEWTON,50208,POINT (-93.04551500000001 41.69943),50,Jasper
4876,Quick Mart / Hiawatha,"655, ROBBINS RD",HIAWATHA,52233,POINT (-91.672961 42.044452),57,Linn
4896,Barrys Mini Mart,"403, CHESTNUT ST",HARPERS FERRY,52146,POINT (-91.38553 43.050183),03,Allamakee
4644,Kwik Shop #588 / Davenport,"1136, E LOCUST ST",DAVENPORT,52803,POINT (-90.55865800000001 41.538288),82,Scott
3906,Cigarette Outlet #17 / Burlington,412 N ROOSEVELT ST,BURLINGTON,52601,POINT (-91.1414 40.815074),29,Des Moines
4170,Dewey's Jack and Jill,115 E MAIN ST  PO BOX 359,WEST BRANCH,52358,POINT (-91.343394 41.671391),16,Cedar
4174,Cigarette Outlet #3 / Ft Madison,1737  AVE H,FORT MADISON,52627,POINT (-91.32982400000002 40.63021),56,Lee
4101,Lucky Stop Inc.,301 WATER ST  PO BOX 166,CAMBRIDGE,50046,POINT (-93.529231 41.899481),85,Story
4815,ROCSTOP,1310 W SHERIDAN AVE,SHENANDOAH,51601,POINT (-95.38464 40.765869),73,Page
4960,AJ's Liquor III,2401 A CHAMBERLAIN ST,AMES,50010,POINT (-93.648959 42.021456),85,Story
4026,Marshall Discount Liquor,810 W 7 ST,SIOUX CITY,51103,POINT (-96.417767 42.502885),97,Woodbury
4889,Fast Trip / Des Moines,1516 SE  1st ST,DES MOINES,50315,POINT (-93.613469 41.57592900000001),77,Polk
4633,Kwik Shop #520 / Carter Lake,1202 EAST LOCUST ST,CARTER LAKE,51510,,78,Pottawattamie
4059,Belle Plaine Country Food,1206 7TH AVE,BELLE PLAINE,52208,POINT (-92.278167 41.896632),06,Benton
4452,Select Mart    Gordon Dr,2825 GORDON DR,SIOUX CITY,51105,POINT (-96.372014 42.489632),97,Woodbury
3864,Hometown Foods / Schaller,201 S MAIN ST PO BX 40,SCHALLER,51053,POINT (-95.29346 42.499481),81,Sac
4134,Pleasantville Grocery,105 W MONROE ST,PLEASANTVILLE,50225,POINT (-93.269702 41.386718),63,Marion
4487,Casey's General Store #2787 / Cedar,1661 32ND ST NE,CEDAR RAPIDS,52402,POINT (-91.662119 42.010447),57,Linn
4945,Osage Liquors,"508, MAIN ST",OSAGE,50461,POINT (-92.814028 43.284116),66,Mitchell
4550,NEW STAR 3 / Waterloo,1459 ANSBOROUGH AVE,WATERLOO,50701,POINT (-92.376863 42.493091),07,Black Hawk
4639,Liquor & Tobacco Outlet / Fort Dodge,902 1st AVE N,FORT DODGE,50501,POINT (-94.186138 42.506332),94,Webster
4865,Rolfe Area Market,412 GARFIELD ST,ROLFE,50581,POINT (-94.52788900000002 42.814369),76,Pocahontas
4892,Sara Mini Mart,1026 W RIVER DR,DAVENPORT,52802,POINT (-90.588375 41.520158),82,Scott
4899,Graettinger Market,"124, W ROBINS ST",GRAETTINGER,51342,POINT (-94.750949 43.237678),74,Palo Alto
4477,Bucky's Express #17 / Council Bluffs,1759 MADISON AVE,COUNCIL BLUFFS,51503,POINT (-95.824952 41.242658),78,Pottawattamie
4626,Kwik Shop #527 / Council Bluffs,"3632, AVENUE G",COUNCIL BLUFFS,51501,POINT (-95.90597 41.26363),78,Pottawattamie
2847,CVS Pharmacy #10032 / Marion,"3499, 7th AVE",MARION,52302,POINT (-91.57430300000001 42.035914),57,Linn
4937,ROCSTOP,1310 W SHERIDAN AVE,SHENANDOAH,51601,POINT (-95.38464 40.765869),73,Page
4213,Sunny's Mart,630 N 3RD ST,CLINTON,52732,POINT (-90.189909 41.850694000000004),23,Clinton
4902,Broadway Liquor,821 BROADWAY ST,WATERLOO,50703,POINT (-92.345144 42.513772),07,Black Hawk
4871,Donahue's One Stop,125 W JEFFERSON AVE,HARPERS FERRY,52146,POINT (-91.155186 43.203808),03,Allamakee
4329,Super Stop Ii / Altoona,2635 ADVENTURELAND DR,ALTOONA,50009,POINT (-93.494642 41.65854),77,Polk
4870,Tobacco 4 Less / Bettendorf,1032 STATE ST,BETTENDORF,52722,POINT (-90.518562 41.5251),82,Scott
4302,Shop N Save / Des Moines,1829 6TH AVE,DES MOINES,50314,POINT (-93.625814 41.611018),77,Polk
4686,Sunny's Mart / Clinton,630 N 3rd ST,CLINTON,52732,POINT (-90.189909 41.850694000000004),23,Clinton
4766,Keywest Conoco / Dubuque,2150 TWIN VALLEY DR,DUBUQUE,52003,POINT (-90.674579 42.459905),31,Dubuque
4809,Abby Lea's,"123, MADISON ST",NASHUA,50658,POINT (-92.53714100000002 42.951721),19,Chickasaw
3852,Clark Of Cedar Rapids,502 E AVE NW,CEDAR RAPIDS,52405,POINT (-91.680323 41.977958),57,Linn
4511,Super Quick / SE 30 DM,303 SE 30TH ST,DES MOINES,50317,POINT (-93.558326 41.585264),77,Polk
2422,Marriott Corp.,700 GRAND AVENUE,DES MOINES,50309,POINT (-93.626508 41.587503),77,Polk
4851,Southside Liquor & Tobacco Outlet /,3200 16th AVE SW,CEDAR RAPIDS,52404,POINT (-91.714299 41.963507),57,Linn
4323,Liquor And Tobacco Outlet,902  1ST AVE N,FORT DODGE,50501,POINT (-94.186138 42.506332),94,Webster
4763,Parktown BP / Cedar Rapids,4141 CENTER POINT RD NE,CEDAR RAPIDS,52402,POINT (-91.665352 42.021302),57,Linn
2850,CVS / Pharmacy #10161 / Des Moines,215 E EUCLID AVE,DES MOINES,50313,POINT (-93.615656 41.627686),77,Polk
4918,Northwest Petroleum,6087 HWY 110 S,STORM LAKE,50588,POINT (-95.239503 42.634223),11,Buena Vista
4898,Burlington Shell,"130, S ROOSEVELT AVE",BURLINGTON,52601,POINT (-91.140986 40.808239),29,Des Moines
4638,GD Xpress / Davenport,4607 N PINE ST,DAVENPORT,52804,,82,Scott
4823,Casey's General Store #3223 / Cresto,903 N SUMNER AVE,CRESTON,50801,POINT (-94.372568 41.066824),88,Union
3596,Laddy's Bar And Grill,204 MAIN ST,CHESTER,52134,POINT (-92.361168 43.491139),45,Howard
4676,Sam's Mini Mart / Sioux City,711 GORDON DR,SIOUX CITY,51101,POINT (-96.401114 42.489817),97,Woodbury
3677,Barb's Service,1290 HWY 18,EVERLY,51338,POINT (-95.329171 43.183718),21,Clay
4936,Pickle Barrel Market,2 N  EYBERG ST,TREYNOR,51575,POINT (-95.61301 41.232917),78,Pottawattamie
4885,SNK Gas & Food LLC,"18820, BELLEVUE CASCADE RD",ZWINGLE,52079,POINT (-90.676817 42.240381),49,Jackson
4833,Crazy Mary's Licker,1804 135th AVE,MURRAY,50174,POINT (-93.946973 41.036567),20,Clarke
3534,A. V. Liquor,207 S HILLTOP AVE,ALTA VISTA,50603,POINT (-92.411781 43.196371),19,Chickasaw
4886,Yr Dollar Stop,1500 1st AVE NE,CEDAR RAPIDS,52402,POINT (-91.652082 41.988229),57,Linn
4424,CIRCLE K #6601 / BURLINGTON,1012 MAPLE ST,BURLINGTON,52601,POINT (-91.112268 40.80456),29,Des Moines
4894,Discount Tobacco and More / Davenpor,828 W RIVER DR,DAVENPORT,52802,POINT (-90.585656 41.520238),82,Scott
4532,Casey's General Store #2274 / Sioux,720 HWY 71,SIOUX RAPIDS,50585,POINT (-95.152943 42.88744),11,Buena Vista
4429,Kum & Go #32 / Colfax,1200 N WALNUT ST,COLFAX,50054,POINT (-93.247234 41.686844),50,Jasper
4555,Casey's General Store #2614 / Donnel,201 MADISON AVE,DONNELLSON,52625,POINT (-91.560169 40.639013),56,Lee
4210,Sichanh Liquor Store,812 FLINDT DR,STORM LAKE,50588,POINT (-95.189032 42.645707),11,Buena Vista
4591,Casey's General Store #3052 / Clario,"222, CENTRAL AVE",CLARION,50525,POINT (-94.194823 42.504085),99,Wright
4467,Kum & Go #438 / Muscatine,1010 PARK AVE,MUSCATINE,52761,POINT (-91.030816 41.435925),70,Muscatine
4358,Kum & Go #553 / Clarion,300 CENTRAL AVE W,CLARION,50525,POINT (-93.73592500000001 42.731643),99,Wright
3569,Katy Did General Store,419 MERRILL ST,BUSSEY,50044,POINT (-92.886643 41.204759),63,Marion
4641,Kum & Go #573 / SE 14th DM,5830 SE 14th ST,DES MOINES,50315,,77,Polk
4919,Kum & Go #4084 / Altoona,101 8TH ST SW,ALTOONA,50009,POINT (-93.464905 41.64404),77,Polk
4758,Midtown / Storm Lake,1100 EAST 5TH ST,STORM LAKE,50588,POINT (-95.186938 42.644563),11,Buena Vista
4660,Hill Brothers Jiffy Mart / Cedar Rap,"1904, MT VERNON RD SE",CEDAR RAPIDS,52403,POINT (-91.642561 41.977226),57,Linn
4705,Walgreens #05977 / Coralville,102 SECOND ST,CORALVILLE,52241,POINT (-91.566343 41.669266),52,Johnson
4420,KUM & GO #38 / OTTUMWA,534 CHURCH ST,OTTUMWA,52501,POINT (-92.418553 41.009435),90,Wapello
4412,Kum & Go #267 / Tipton,2050 IA HIGHWAY 38,TIPTON,52772,POINT (-91.115934 41.647175),16,Cedar
4912,Casey's General Store #2531 / Eldrid,"840, E LE CLAIRE RD",ELDRIDGE,52748,POINT (-90.572547 41.654692),82,Scott
4751,Walgreens #03595 / Davenport,1720 W KIMBERLY RD,DAVENPORT,52806,POINT (-90.60138 41.560071),82,Scott
4675,Kum & Go #113 / Ames,2801 E 13TH ST,AMES,50010,POINT (-93.575702 42.034562),85,Story
4431,Kum & Go #89 / Fort Dodge,115 N 22ND ST,FORT DODGE,50501,POINT (-94.168007 42.507885),94,Webster
4369,Kum & Go #28 / Norwalk,2992 SUNSET DR,NORWALK,50211,POINT (-93.67405100000002 41.494857),91,Warren
4750,Walgreens #04041 / Davenport,1525 E KIMBERLY,DAVENPORT,52807,POINT (-90.552365 41.556786),82,Scott
4746,Walgreens #05885 / Muscatine,1703 PARK AVE,MUSCATINE,52761,POINT (-91.030382 41.44464),70,Muscatine
4440,Kum & Go #219  Council Bluffs,154 BENNETT AVE,COUNCIL BLUFFS,51503,POINT (-95.820329 41.252794),78,Pottawattamie
4361,Quik Trip #538 / NW 2nd / DSM,4575 NW 2ND,DES MOINES,50313,POINT (-93.619906 41.643664),77,Polk
4372,Kum & Go #404 / Mason City,1303 4TH ST SW,MASON CITY,50401,POINT (-93.221539 43.14833900000001),17,Cerro Gordo
4352,Kum & Go #501 / Creston,301 W TAYLOR ST,CRESTON,50801,POINT (-94.364142 41.049199),88,Union
4282,Point Liquor and Tobacco /,4107 CENTER POINT RD,CEDAR RAPIDS,52402,,57,Linn
4475,Bucky's Express #27 / Council Bluffs,2713 S 24TH ST,COUNCIL BLUFFS,51501,POINT (-95.879147 41.234536000000006),78,Pottawattamie
4383,Kum & Go #500 / Creston,903 N SUMMER AVE,CRESTON,50801,POINT (-94.372568 41.066824),88,Union
4928,Shop n Save / 6th Ave,1829 6TH AVE,DES MOINES,50314,POINT (-93.625814 41.611018),77,Polk
4944,Jiffy Express / Martensdale,"290, HWY 28",MARTENSDALE,50160,POINT (-93.737459 41.373366),91,Warren
4491,Casey's General Store #2772 / Cedar,3349 MT VERNON RD SE,CEDAR RAPIDS,52403,POINT (-91.619027 41.976807),57,Linn
4476,Bucky's Express #16 / Council Bluffs,15 NORTH 16TH ST,COUNCIL BLUFFS,51501,POINT (-95.867464 41.262352),78,Pottawattamie
4966,Midtown,1100 E 5TH ST,STORM LAKE,50588,POINT (-95.186938 42.644563),11,Buena Vista
4916,Perez Grocery,505 E VINE AVE,OTTUMWA,52501,POINT (-92.418262 41.004877),90,Wapello
4854,Casey's General Store #3029 / Armstr,"307, S 4TH AVE",ARMSTRONG,50514,POINT (-94.483108 43.39274),32,Emmet
4468,CIRCLE K #6600 / MUSCATINE,802 CYPRESS ST,MUSCATINE,52761,POINT (-91.041149 41.431606),70,Muscatine
4474,Bucky's Express #34 / Council Bluffs,3501 W BROADWAY ST,COUNCIL BLUFFS,51501,POINT (-95.902733 41.26191600000001),78,Pottawattamie
4837,Kum & Go #51 / Iowa City,323 E BURLINGTON ST,IOWA CITY,52240,POINT (-91.530633 41.657837),52,Johnson
4394,KUM & GO #606 / HARLAN,702 CHATBURN AVE,HARLAN,51537,POINT (-95.319319 41.645392),83,Shelby
4637,Kwik Shop #560 / Cedar Rapids,3301 J ST,CEDAR RAPIDS,52404,POINT (-91.666812 41.944676),57,Linn
